Sea-Bird SBE 9 Data File:,,,,,,,,,,,,,,,,,,,,,,,,,,
FileName = C:\Users\CTD\ctddata\SAV-17-04\002.hdr,,,,,,,,,,,,,,,,,,,,,,,,,,
Software Version Seasave V 7.26.1.8,,,,,,,,,,,,,,,,,,,,,,,,,,
Temperature SN = 6060,,,,,,,,,,,,,,,,,,,,,,,,,,
Conductivity SN = 1909,,,,,,,,,,,,,,,,,,,,,,,,,,
Number of Bytes Per Scan = 21,,,,,,,,,,,,,,,,,,,,,,,,,,
Number of Voltage Words = 3,,,,,,,,,,,,,,,,,,,,,,,,,,
Number of Scans Averaged by the Deck Unit = 1,,,,,,,,,,,,,,,,,,,,,,,,,,
System UpLoad Time = Mar 30 2017 21:29:55,,,,,,,,,,,,,,,,,,,,,,,,,,
SBE 11plus V 5.2,,,,,,,,,,,,,,,,,,,,,,,,,,
" Salinity, Practical [PSU]"," Temperature [ITS-90, deg C]", Voltage 0," Depth [salt water, m], lat0", Conductivity [S/m], Conductivity [mS/cm], Conductivity [uS/cm]," Density [density, kg/m^3]"," Density [sigma-theta,kg/m^3]"," Density [sigma-t, kg/m^3 ]"," Density [sigma-1, kg/m^3 ]"," Density [sigma-2, kg/m^3 ]", Descent Rate [m/s]," Fluorescence, WET LabsCDOM [mg/m^3]"," Fluorescence, WET LabsWETstar [mg/m^3]"," Time, Elapsed [minutes]", Voltage 1, Voltage 2, Voltage 3, Voltage 4," PAR/Irradiance, Biospherical/Licor"," Oxygen, SBE 43 [% saturation]", Nitrogen Saturation [mg/l], Bottles Fired, Bottle Position in Carousel, Acceleration [m/s^2], flag
37.7757,17.2847,0,5.401,4.83633,48.363298,4.84E+04,1027.601,27.5774,27.5772,31.8754,36.0788,0.509,1.3643,0.3877,2.791,0,0.1587,0.0769,2.7057,6.64E+03,101.684,12.22779,0,0,0.06,0.00E+00
37.7873,17.2804,0,5.411,4.837205,48.372047,4.84E+04,1027.6111,27.5874,27.5872,31.8854,36.0888,0.511,1.3437,0.3701,2.7917,0,0.1575,0.0757,2.7057,6.64E+03,101.653,12.22775,0,0,0.04,0.00E+00
37.8108,17.2637,0,5.442,4.838096,48.380959,4.84E+04,1027.6333,27.6095,27.6093,31.9076,36.1112,0.513,1.3437,0.3877,2.7924,0,0.1575,0.0769,2.7057,6.64E+03,101.625,12.22939,0,0,0.04,0.00E+00
37.8308,17.2445,0,5.463,4.838316,48.383159,4.84E+04,1027.6535,27.6296,27.6293,31.9279,36.1316,0.514,1.3643,0.3701,2.7931,0,0.1587,0.0757,2.7057,6.64E+03,101.599,12.23184,0,0,0.04,0.00E+00
37.8426,17.2253,0,5.472,4.837605,48.376051,4.84E+04,1027.6673,27.6433,27.6431,31.9419,36.1458,0.515,1.3437,0.3525,2.7938,0,0.1575,0.0745,2.707,6.64E+03,101.634,12.23495,0,0,0.01,0.00E+00
37.8558,17.2107,0,5.493,4.837545,48.375454,4.84E+04,1027.6811,27.6571,27.6569,31.9558,36.1599,0.516,1.3437,0.3525,2.7944,0,0.1575,0.0745,2.707,6.64E+03,101.62,12.23698,0,0,0.01,0.00E+00
37.8862,17.1979,0,5.514,4.839639,48.396392,4.84E+04,1027.7077,27.6836,27.6834,31.9823,36.1864,0.516,1.3643,0.3877,2.7951,0,0.1587,0.0769,2.707,6.64E+03,101.604,12.23724,0,0,0.01,0.00E+00
37.9046,17.1912,0,5.524,4.840998,48.40998,4.84E+04,1027.7235,27.6993,27.6991,31.998,36.2022,0.516,1.3643,0.3701,2.7958,0,0.1587,0.0757,2.707,6.64E+03,101.592,12.2372,0,0,0,0.00E+00
37.8897,17.1869,0,5.555,4.83886,48.388602,4.84E+04,1027.7132,27.689,27.6887,31.9878,36.1921,0.515,1.3643,0.3701,2.7965,0,0.1587,0.0757,2.707,6.64E+03,101.582,12.23928,0,0,-0.02,0.00E+00
37.8661,17.1805,0,5.566,4.835497,48.354966,4.84E+04,1027.6967,27.6724,27.6721,31.9715,36.176,0.515,1.3643,0.3701,2.7972,0,0.1587,0.0757,2.7082,6.64E+03,101.637,12.24251,0,0,-0.02,0.00E+00
37.8535,17.1813,0,5.587,4.834151,48.341507,4.83E+04,1027.6869,27.6625,27.6623,31.9617,36.1663,0.514,1.3643,0.4053,2.7979,0,0.1587,0.0781,2.7082,6.64E+03,101.638,12.24336,0,0,-0.02,0.00E+00
37.8302,17.1891,0,5.597,4.832342,48.323416,4.83E+04,1027.6672,27.6427,27.6425,31.942,36.1466,0.512,1.3437,0.3701,2.7986,0,0.1575,0.0757,2.7082,6.64E+03,101.641,12.24358,0,0,-0.05,0.00E+00
37.7447,17.1922,0,5.628,4.822958,48.229584,4.82E+04,1027.6009,27.5763,27.576,31.876,36.0811,0.511,1.3643,0.3701,2.7993,0,0.1587,0.0757,2.7082,6.64E+03,101.648,12.24976,0,0,-0.03,0.00E+00
37.627,17.1829,0,5.637,4.808599,48.085992,4.81E+04,1027.5127,27.4881,27.4878,31.7887,35.9947,0.509,1.3643,0.3701,2.8,0,0.1587,0.0757,2.707,6.64E+03,101.589,12.26114,0,0,-0.03,0.00E+00
37.543,17.1784,0,5.658,4.798573,47.985735,4.80E+04,1027.4494,27.4246,27.4244,31.7259,35.9324,0.508,1.3643,0.3701,2.8007,0,0.1587,0.0757,2.707,6.64E+03,101.59,12.26882,0,0,-0.05,0.00E+00
37.4919,17.1823,0,5.67,4.793178,47.931784,4.79E+04,1027.4092,27.3844,27.3842,31.6859,35.8927,0.505,1.3643,0.3701,2.8014,0,0.1587,0.0757,2.707,6.64E+03,101.6,12.27209,0,0,-0.06,0.00E+00
37.4619,17.1821,0,5.689,4.789738,47.897383,4.79E+04,1027.3863,27.3614,27.3611,31.6631,35.8701,0.502,1.3643,0.3701,2.8021,0,0.1587,0.0757,2.707,6.64E+03,101.612,12.27454,0,0,-0.06,0.00E+00
37.4265,17.1789,0,5.71,4.785377,47.853774,4.79E+04,1027.3599,27.335,27.3347,31.6369,35.8442,0.5,1.3643,0.3701,2.8028,0,0.1587,0.0757,2.707,6.64E+03,101.622,12.27806,0,0,-0.06,0.00E+00
37.3655,17.1763,0,5.721,4.778162,47.781624,4.78E+04,1027.3138,27.2887,27.2885,31.5911,35.7989,0.497,1.3643,0.3701,2.8035,0,0.1587,0.0757,2.707,6.64E+03,101.639,12.2835,0,0,-0.07,0.00E+00
37.2989,17.173,0,5.742,4.770242,47.702421,4.77E+04,1027.2635,27.2384,27.2382,31.5413,35.7495,0.494,1.3437,0.3701,2.8042,0,0.1575,0.0757,2.707,6.64E+03,101.655,12.28955,0,0,-0.07,0.00E+00
37.2488,17.17,0,5.752,4.76422,47.642197,4.76E+04,1027.2258,27.2006,27.2004,31.5039,35.7124,0.49,1.3437,0.3877,2.8049,0,0.1575,0.0769,2.707,6.64E+03,101.673,12.29421,0,0,-0.09,0.00E+00
37.2131,17.1718,0,5.773,4.760345,47.603455,4.76E+04,1027.198,27.1727,27.1725,31.4762,35.6849,0.487,1.3231,0.3877,2.8056,0,0.1563,0.0769,2.707,6.64E+03,101.693,12.29669,0,0,-0.08,0.00E+00
37.199,17.1725,0,5.793,4.758823,47.588232,4.76E+04,1027.1871,27.1617,27.1615,31.4653,35.6741,0.483,1.3231,0.3877,2.8062,0,0.1563,0.0769,2.707,6.64E+03,101.712,12.29766,0,0,-0.08,0.00E+00
37.2186,17.1692,0,5.814,4.760706,47.607063,4.76E+04,1027.203,27.1776,27.1774,31.4811,35.6898,0.48,1.3437,0.3877,2.8069,0,0.1575,0.0769,2.707,6.64E+03,101.738,12.29679,0,0,-0.08,0.00E+00
37.263,17.1647,0,5.814,4.765275,47.652749,4.77E+04,1027.2382,27.2128,27.2126,31.5161,35.7246,0.476,1.3437,0.3701,2.8076,0,0.1575,0.0757,2.707,6.64E+03,101.761,12.2942,0,0,-0.09,0.00E+00
37.3129,17.1614,0,5.835,4.770623,47.706233,4.77E+04,1027.2775,27.252,27.2517,31.555,35.7633,0.472,1.3437,0.3701,2.8083,0,0.1575,0.0757,2.7057,6.64E+03,101.725,12.29087,0,0,-0.09,0.00E+00
37.3701,17.1572,0,5.856,4.776677,47.766774,4.78E+04,1027.3226,27.2969,27.2967,31.5996,35.8076,0.469,1.3437,0.3877,2.809,0,0.1575,0.0769,2.7045,6.64E+03,101.686,12.28718,0,0,-0.09,0.00E+00
37.4178,17.1519,0,5.875,4.781543,47.815433,4.78E+04,1027.3606,27.3349,27.3347,31.6374,35.8452,0.465,1.3437,0.3525,2.8097,0,0.1575,0.0745,2.7045,6.64E+03,101.708,12.28448,0,0,-0.1,0.00E+00
37.4316,17.1482,0,5.886,4.782719,47.827194,4.78E+04,1027.3722,27.3464,27.3462,31.6489,35.8566,0.461,1.3437,0.3877,2.8104,0,0.1575,0.0769,2.7033,6.64E+03,101.67,12.28416,0,0,-0.09,0.00E+00
37.4181,17.1452,0,5.896,4.780868,47.80868,4.78E+04,1027.3625,27.3367,27.3365,31.6393,35.8472,0.457,1.3231,0.3701,2.8111,0,0.1563,0.0757,2.7033,6.64E+03,101.693,12.28588,0,0,-0.1,0.00E+00
37.4007,17.1406,0,5.917,4.778405,47.784053,4.78E+04,1027.3504,27.3245,27.3242,31.6273,35.8353,0.452,1.3437,0.3701,2.8118,0,0.1575,0.0757,2.7021,6.64E+03,101.656,12.28825,0,0,-0.1,0.00E+00
37.383,17.1358,0,5.938,4.775884,47.758836,4.78E+04,1027.338,27.312,27.3118,31.615,35.8233,0.449,1.3437,0.3701,2.8125,0,0.1575,0.0757,2.7009,6.64E+03,101.613,12.29069,0,0,-0.09,0.00E+00
37.3686,17.1311,0,5.948,4.773752,47.737516,4.77E+04,1027.3282,27.3022,27.3019,31.6053,35.8137,0.445,1.3437,0.3877,2.8132,0,0.1575,0.0769,2.6996,6.64E+03,101.568,12.29285,0,0,-0.09,0.00E+00
37.3432,17.127,0,5.969,4.770437,47.704374,4.77E+04,1027.3098,27.2836,27.2834,31.587,35.7957,0.441,1.3643,0.3877,2.8139,0,0.1587,0.0769,2.6984,6.64E+03,101.517,12.29576,0,0,-0.1,0.00E+00
37.3237,17.1239,0,5.979,4.767886,47.678859,4.77E+04,1027.2955,27.2693,27.2691,31.5729,35.7817,0.437,1.3437,0.4053,2.8146,0,0.1575,0.0781,2.6972,6.64E+03,101.464,12.29799,0,0,-0.09,0.00E+00
37.3158,17.1219,0,6,4.766779,47.667791,4.77E+04,1027.2901,27.2638,27.2636,31.5674,35.7764,0.433,1.3437,0.3525,2.8153,0,0.1575,0.0745,2.6972,6.64E+03,101.467,12.29905,0,0,-0.09,0.00E+00
37.328,17.1208,0,6.021,4.768057,47.680566,4.77E+04,1027.2997,27.2734,27.2732,31.577,35.7858,0.431,1.3437,0.3525,2.816,0,0.1575,0.0745,2.696,6.64E+03,101.411,12.29829,0,0,-0.06,0.00E+00
37.351,17.1184,0,6.03,4.77041,47.704097,4.77E+04,1027.3181,27.2917,27.2914,31.5952,35.8039,0.427,1.3437,0.3701,2.8167,0,0.1575,0.0757,2.6935,6.64E+03,101.282,12.29697,0,0,-0.09,0.00E+00
37.3667,17.1176,0,6.042,4.772112,47.721124,4.77E+04,1027.3303,27.3039,27.3037,31.6073,35.816,0.424,1.3437,0.3701,2.8174,0,0.1575,0.0757,2.6935,6.64E+03,101.266,12.29587,0,0,-0.08,0.00E+00
37.3756,17.1164,0,6.063,4.773006,47.730056,4.77E+04,1027.3376,27.3111,27.3108,31.6144,35.8231,0.421,1.3437,0.3525,2.8181,0,0.1575,0.0745,2.6923,6.64E+03,101.185,12.2954,0,0,-0.07,0.00E+00
37.3797,17.1146,0,6.082,4.773276,47.732756,4.77E+04,1027.3413,27.3147,27.3144,31.618,35.8266,0.418,1.3437,0.3525,2.8188,0,0.1575,0.0745,2.6911,6.64E+03,101.104,12.29546,0,0,-0.06,0.00E+00
37.3677,17.1154,0,6.103,4.772001,47.720014,4.77E+04,1027.332,27.3053,27.305,31.6087,35.8174,0.416,1.3437,0.3877,2.8194,0,0.1575,0.0769,2.6911,6.64E+03,101.083,12.29625,0,0,-0.05,0.00E+00
37.3485,17.1166,0,6.114,4.769942,47.699415,4.77E+04,1027.3169,27.2902,27.2899,31.5937,35.8025,0.414,1.3231,0.3701,2.8201,0,0.1563,0.0757,2.6899,6.64E+03,100.999,12.29755,0,0,-0.06,0.00E+00
37.3408,17.1149,0,6.134,4.76889,47.6889,4.77E+04,1027.3116,27.2847,27.2845,31.5883,35.7972,0.412,1.3231,0.3701,2.8208,0,0.1563,0.0757,2.6899,6.64E+03,100.975,12.29853,0,0,-0.05,0.00E+00
37.3403,17.1126,0,6.145,4.768584,47.685845,4.77E+04,1027.3117,27.2849,27.2846,31.5885,35.7974,0.41,1.3231,0.3525,2.8215,0,0.1563,0.0745,2.6899,6.64E+03,100.95,12.29906,0,0,-0.05,0.00E+00
37.335,17.1101,0,6.165,4.767724,47.677235,4.77E+04,1027.3084,27.2814,27.2811,31.5851,35.7941,0.408,1.3231,0.3701,2.8222,0,0.1563,0.0757,2.6886,6.64E+03,100.867,12.30001,0,0,-0.05,0.00E+00
37.3211,17.1084,0,6.197,4.765966,47.659661,4.77E+04,1027.2982,27.2711,27.2709,31.5749,35.784,0.407,1.3231,0.3701,2.8229,0,0.1563,0.0757,2.6886,6.64E+03,100.839,12.30149,0,0,-0.02,0.00E+00
37.311,17.1077,0,6.197,4.76474,47.647405,4.76E+04,1027.2907,27.2635,27.2633,31.5675,35.7766,0.406,1.3437,0.3701,2.8236,0,0.1575,0.0757,2.6886,6.64E+03,100.804,12.30246,0,0,-0.02,0.00E+00
37.3042,17.1062,0,6.228,4.763824,47.638243,4.76E+04,1027.286,27.2587,27.2585,31.5627,35.7719,0.405,1.3437,0.3877,2.8243,0,0.1575,0.0769,2.6874,6.64E+03,100.705,12.30331,0,0,-0.01,0.00E+00
37.3003,17.105,0,6.237,4.763249,47.632493,4.76E+04,1027.2833,27.256,27.2557,31.56,35.7693,0.404,1.3231,0.3701,2.825,0,0.1563,0.0757,2.6874,6.64E+03,100.667,12.30388,0,0,-0.02,0.00E+00
37.2843,17.1055,0,6.237,4.761481,47.614807,4.76E+04,1027.2709,27.2436,27.2433,31.5477,35.7571,0.402,1.3231,0.3701,2.8257,0,0.1563,0.0757,2.6874,6.64E+03,100.631,12.30507,0,0,-0.05,0.00E+00
37.2544,17.1057,0,6.31,4.758103,47.58103,4.76E+04,1027.2481,27.2205,27.2203,31.5248,35.7344,0.404,1.3231,0.3701,2.8264,0,0.1563,0.0757,2.6862,6.64E+03,100.537,12.30744,0,0,0.05,0.00E+00
37.217,17.105,0,6.31,4.753784,47.537835,4.75E+04,1027.2196,27.192,27.1917,31.4966,35.7064,0.405,1.3231,0.3701,2.8271,0,0.1563,0.0757,2.6862,6.64E+03,100.503,12.31059,0,0,0.03,0.00E+00
37.1748,17.105,0,6.32,4.748991,47.489906,4.75E+04,1027.1872,27.1596,27.1593,31.4644,35.6745,0.405,1.3231,0.3701,2.8278,0,0.1563,0.0757,2.6862,6.64E+03,100.477,12.31398,0,0,0,0.00E+00
37.1293,17.1036,0,6.341,4.743674,47.436736,4.74E+04,1027.1527,27.1249,27.1247,31.4301,35.6404,0.406,1.3231,0.3877,2.8285,0,0.1563,0.0769,2.6862,6.64E+03,100.455,12.31793,0,0,0.01,0.00E+00
37.1119,17.1011,0,6.362,4.74143,47.414297,4.74E+04,1027.14,27.1122,27.1119,31.4175,35.628,0.407,1.3231,0.3877,2.8292,0,0.1563,0.0769,2.6862,6.64E+03,100.437,12.31988,0,0,0.03,0.00E+00
37.1131,17.0972,0,6.393,4.741161,47.411607,4.74E+04,1027.1421,27.1141,27.1138,31.4194,35.63,0.408,1.3231,0.3701,2.8299,0,0.1563,0.0757,2.6862,6.64E+03,100.422,12.32061,0,0,0.03,0.00E+00
37.1275,17.0912,0,6.413,4.74217,47.421699,4.74E+04,1027.1547,27.1266,27.1263,31.432,35.6425,0.411,1.3231,0.3877,2.8306,0,0.1563,0.0769,2.685,6.64E+03,100.348,12.32073,0,0,0.06,0.00E+00
37.1489,17.0891,0,6.423,4.744386,47.443863,4.74E+04,1027.1716,27.1435,27.1432,31.4488,35.6593,0.412,1.3437,0.3701,2.8312,0,0.1575,0.0757,2.685,6.64E+03,100.34,12.31944,0,0,0.04,0.00E+00
37.177,17.0907,0,6.455,4.74774,47.477396,4.75E+04,1027.193,27.1647,27.1645,31.4698,35.6801,0.415,1.3437,0.3701,2.8319,0,0.1575,0.0757,2.6838,6.64E+03,100.274,12.31686,0,0,0.06,0.00E+00
37.2023,17.0886,0,6.475,4.750401,47.504008,4.75E+04,1027.213,27.1847,27.1844,31.4896,35.6998,0.417,1.3643,0.3525,2.8326,0,0.1587,0.0745,2.6838,6.64E+03,100.27,12.31525,0,0,0.05,0.00E+00
37.2136,17.0829,0,6.496,4.751086,47.510861,4.75E+04,1027.2232,27.1947,27.1945,31.4997,35.7099,0.42,1.3643,0.3525,2.8333,0,0.1587,0.0745,2.6838,6.64E+03,100.269,12.31556,0,0,0.08,0.00E+00
37.2142,17.0772,0,6.527,4.750555,47.505555,4.75E+04,1027.2252,27.1966,27.1963,31.5016,35.7119,0.424,1.3643,0.3701,2.834,0,0.1587,0.0757,2.6838,6.64E+03,100.268,12.31673,0,0,0.08,0.00E+00
37.2097,17.0731,0,6.548,4.749613,47.49613,4.75E+04,1027.2227,27.1941,27.1938,31.4992,35.7096,0.428,1.3437,0.3701,2.8347,0,0.1575,0.0757,2.6838,6.64E+03,100.27,12.31796,0,0,0.09,0.00E+00
37.1962,17.0725,0,6.569,4.748009,47.480091,4.75E+04,1027.2126,27.1839,27.1836,31.4891,35.6996,0.431,1.3643,0.3701,2.8354,0,0.1587,0.0757,2.6838,6.64E+03,100.276,12.31919,0,0,0.09,0.00E+00
37.1655,17.0728,0,6.599,4.744565,47.445648,4.74E+04,1027.1892,27.1603,27.16,31.4657,35.6763,0.436,1.3437,0.3877,2.8361,0,0.1575,0.0769,2.6825,6.64E+03,100.225,12.32159,0,0,0.1,0.00E+00
37.1191,17.0718,0,6.599,4.739179,47.391789,4.74E+04,1027.1537,27.1248,27.1245,31.4306,35.6415,0.439,1.3437,0.3701,2.8368,0,0.1575,0.0757,2.6825,6.64E+03,100.234,12.32555,0,0,0.08,0.00E+00
37.0584,17.0714,0,6.651,4.732254,47.322539,4.73E+04,1027.1074,27.0783,27.078,31.3844,35.5958,0.444,1.3437,0.3701,2.8375,0,0.1575,0.0757,2.6825,6.64E+03,100.248,12.3305,0,0,0.12,0.00E+00
36.9953,17.0697,0,6.672,4.724899,47.248992,4.72E+04,1027.0594,27.0302,27.0299,31.3368,35.5485,0.449,1.3437,0.3877,2.8382,0,0.1575,0.0769,2.6813,6.64E+03,100.204,12.33596,0,0,0.13,0.00E+00
36.9439,17.068,0,6.693,4.71888,47.188803,4.72E+04,1027.0204,26.9911,26.9908,31.298,35.5102,0.454,1.3437,0.4053,2.8389,0,0.1575,0.0781,2.6813,6.64E+03,100.221,12.34047,0,0,0.11,0.00E+00
36.9045,17.068,0,6.724,4.7144,47.144001,4.71E+04,1026.9903,26.9608,26.9606,31.268,35.4804,0.46,1.3437,0.3701,2.8396,0,0.1575,0.0757,2.6813,6.64E+03,100.243,12.34365,0,0,0.13,0.00E+00
36.8782,17.0667,0,6.745,4.711271,47.112711,4.71E+04,1026.9705,26.941,26.9407,31.2484,35.4609,0.465,1.3437,0.3701,2.8403,0,0.1575,0.0757,2.6801,6.64E+03,100.207,12.34606,0,0,0.14,0.00E+00
36.8699,17.0629,0,6.764,4.709934,47.099338,4.71E+04,1026.9651,26.9355,26.9352,31.243,35.4557,0.471,1.3437,0.3525,2.841,0,0.1575,0.0745,2.6801,6.64E+03,100.232,12.34753,0,0,0.14,0.00E+00
36.8641,17.059,0,6.795,4.708869,47.088689,4.71E+04,1026.9618,26.932,26.9317,31.2396,35.4524,0.476,1.3437,0.3525,2.8417,0,0.1575,0.0745,2.6801,6.64E+03,100.262,12.34884,0,0,0.13,0.00E+00
36.8544,17.0582,0,6.816,4.707674,47.076739,4.71E+04,1026.9546,26.9247,26.9244,31.2324,35.4452,0.482,1.3437,0.3701,2.8424,0,0.1575,0.0757,2.6789,6.64E+03,100.229,12.3498,0,0,0.13,0.00E+00
36.836,17.0568,0,6.847,4.705442,47.05442,4.71E+04,1026.9409,26.9109,26.9106,31.2188,35.4317,0.488,1.3643,0.3701,2.8431,0,0.1587,0.0757,2.6789,6.64E+03,100.253,12.35158,0,0,0.15,0.00E+00
36.8095,17.0542,0,6.879,4.702162,47.021621,4.70E+04,1026.9213,26.8912,26.8909,31.1992,35.4124,0.494,1.3643,0.3701,2.8438,0,0.1587,0.0757,2.6789,6.64E+03,100.281,12.35427,0,0,0.16,0.00E+00
36.7856,17.0524,0,6.9,4.69925,46.992498,4.70E+04,1026.9035,26.8733,26.873,31.1815,35.3948,0.501,1.3437,0.3877,2.8444,0,0.1575,0.0769,2.6789,6.64E+03,100.309,12.3566,0,0,0.15,0.00E+00
36.7688,17.0508,0,6.929,4.697181,46.971813,4.70E+04,1026.8911,26.8607,26.8604,31.1691,35.3826,0.507,1.3643,0.3701,2.8451,0,0.1587,0.0757,2.6789,6.64E+03,100.34,12.35828,0,0,0.14,0.00E+00
36.7708,17.0497,0,6.952,4.697288,46.972877,4.70E+04,1026.893,26.8626,26.8623,31.1709,35.3844,0.513,1.3643,0.3701,2.8458,0,0.1587,0.0757,2.6777,6.64E+03,100.309,12.35837,0,0,0.15,0.00E+00
36.7905,17.0469,0,6.983,4.69925,46.992499,4.70E+04,1026.909,26.8784,26.8781,31.1867,35.4001,0.519,1.385,0.3525,2.8465,0,0.16,0.0745,2.6789,6.64E+03,100.395,12.35737,0,0,0.16,0.00E+00
36.8043,17.0449,0,7.002,4.700602,47.006016,4.70E+04,1026.9201,26.8894,26.8892,31.1977,35.411,0.525,1.3643,0.3701,2.8472,0,0.1587,0.0757,2.6789,6.64E+03,100.423,12.35669,0,0,0.14,0.00E+00
36.8138,17.0459,0,7.034,4.701788,47.017879,4.70E+04,1026.9273,26.8965,26.8962,31.2046,35.4179,0.532,1.3643,0.4053,2.8479,0,0.1587,0.0781,2.6777,6.64E+03,100.388,12.35571,0,0,0.15,0.00E+00
36.8311,17.0479,0,7.075,4.703976,47.039756,4.70E+04,1026.9403,26.9093,26.909,31.2173,35.4305,0.538,1.3643,0.4053,2.8486,0,0.1587,0.0781,2.6777,6.64E+03,100.408,12.35387,0,0,0.16,0.00E+00
36.8517,17.0461,0,7.086,4.706124,47.061244,4.71E+04,1026.9566,26.9256,26.9253,31.2335,35.4466,0.544,1.3643,0.3701,2.8493,0,0.1587,0.0757,2.6764,6.64E+03,100.368,12.3526,0,0,0.15,0.00E+00
36.861,17.0438,0,7.117,4.706949,47.069486,4.71E+04,1026.9645,26.9333,26.933,31.2412,35.4542,0.551,1.3643,0.3877,2.85,0,0.1587,0.0769,2.6752,6.64E+03,100.323,12.35234,0,0,0.16,0.00E+00
36.8717,17.0416,0,7.136,4.707939,47.079385,4.71E+04,1026.9733,26.942,26.9418,31.2499,35.4629,0.557,1.385,0.3877,2.8507,0,0.16,0.0769,2.6752,6.64E+03,100.327,12.35194,0,0,0.13,0.00E+00
36.8992,17.0394,0,7.169,4.71083,47.108299,4.71E+04,1026.9951,26.9637,26.9634,31.2714,35.4842,0.562,1.4056,0.3877,2.8514,0,0.1612,0.0769,2.674,6.64E+03,100.273,12.35019,0,0,0.13,0.00E+00
36.9235,17.0386,0,7.199,4.713505,47.13505,4.71E+04,1027.0141,26.9826,26.9823,31.2901,35.5028,0.568,1.4056,0.4053,2.8521,0,0.1612,0.0781,2.6728,6.64E+03,100.212,12.34841,0,0,0.14,0.00E+00
36.9245,17.0389,0,7.219,4.713655,47.136549,4.71E+04,1027.0148,26.9832,26.9829,31.2908,35.5035,0.573,1.385,0.3877,2.8528,0,0.16,0.0769,2.6728,6.64E+03,100.206,12.34826,0,0,0.13,0.00E+00
36.9146,17.0394,0,7.251,4.71259,47.125895,4.71E+04,1027.0073,26.9756,26.9753,31.2832,35.4959,0.579,1.385,0.3701,2.8535,0,0.16,0.0757,2.6728,6.64E+03,100.204,12.34895,0,0,0.14,0.00E+00
36.9053,17.0388,0,7.271,4.711465,47.114651,4.71E+04,1027.0004,26.9686,26.9683,31.2763,35.4891,0.583,1.385,0.3877,2.8542,0,0.16,0.0769,2.6716,6.64E+03,100.137,12.34984,0,0,0.11,0.00E+00
36.8852,17.0442,0,7.293,4.709741,47.097411,4.71E+04,1026.9837,26.9518,26.9515,31.2595,35.4723,0.588,1.3643,0.3701,2.8549,0,0.1587,0.0757,2.6716,6.64E+03,100.13,12.3503,0,0,0.11,0.00E+00
36.8636,17.0449,0,7.324,4.707363,47.073628,4.71E+04,1026.9671,26.935,26.9347,31.2429,35.4559,0.592,1.3643,0.3877,2.8556,0,0.1587,0.0769,2.6703,6.64E+03,100.064,12.3519,0,0,0.1,0.00E+00
36.842,17.0416,0,7.343,4.704567,47.045672,4.70E+04,1026.9514,26.9192,26.9189,31.2273,35.4404,0.595,1.3437,0.3877,2.8563,0,0.1575,0.0769,2.6703,6.64E+03,100.054,12.35434,0,0,0.08,0.00E+00
36.8245,17.0365,0,7.364,4.702048,47.020483,4.70E+04,1026.9393,26.907,26.9067,31.2152,35.4286,0.599,1.3437,0.3701,2.8569,0,0.1575,0.0757,2.6691,6.64E+03,99.984,12.35684,0,0,0.09,0.00E+00
36.8092,17.0301,0,7.395,4.699637,46.996365,4.70E+04,1026.9292,26.8968,26.8965,31.2053,35.4188,0.602,1.3643,0.3877,2.8576,0,0.1587,0.0769,2.6691,6.64E+03,99.975,12.35946,0,0,0.07,0.00E+00
36.794,17.0272,0,7.416,4.697607,46.976074,4.70E+04,1026.9183,26.8858,26.8855,31.1944,35.4081,0.605,1.385,0.3877,2.8583,0,0.16,0.0769,2.6691,6.64E+03,99.964,12.36131,0,0,0.07,0.00E+00
36.7854,17.0273,0,7.437,4.696638,46.966383,4.70E+04,1026.9117,26.8792,26.8789,31.1878,35.4016,0.607,1.3643,0.3701,2.859,0,0.1587,0.0757,2.6679,6.64E+03,99.894,12.36199,0,0,0.04,0.00E+00
36.7782,17.0279,0,7.458,4.695886,46.958859,4.70E+04,1026.9062,26.8735,26.8732,31.1822,35.396,0.607,1.3643,0.4053,2.8597,0,0.1587,0.0781,2.6667,6.64E+03,99.823,12.36244,0,0,0,0.00E+00
36.7666,17.0258,0,7.489,4.694354,46.943537,4.69E+04,1026.8979,26.8651,26.8648,31.1739,35.3878,0.61,1.3437,0.4229,2.8604,0,0.1575,0.0794,2.6679,6.64E+03,99.869,12.36382,0,0,0.08,0.00E+00
36.7518,17.0226,0,7.499,4.692341,46.923414,4.69E+04,1026.8874,26.8545,26.8542,31.1635,35.3775,0.612,1.3643,0.4053,2.8611,0,0.1587,0.0781,2.6679,6.64E+03,99.86,12.36571,0,0,0.03,0.00E+00
36.7416,17.0211,0,7.541,4.691018,46.910185,4.69E+04,1026.8801,26.847,26.8467,31.1561,35.3702,0.613,1.385,0.3877,2.8618,0,0.16,0.0769,2.6679,6.64E+03,99.856,12.36686,0,0,0.03,0.00E+00
36.7362,17.0211,0,7.539,4.690408,46.904083,4.69E+04,1026.8759,26.8429,26.8426,31.152,35.3661,0.612,1.385,0.4053,2.8625,0,0.16,0.0781,2.6679,6.64E+03,99.854,12.36729,0,0,-0.01,0.00E+00
36.7327,17.0199,0,7.571,4.689889,46.898886,4.69E+04,1026.8737,26.8405,26.8402,31.1496,35.3638,0.612,1.3643,0.3877,2.8632,0,0.1587,0.0769,2.6679,6.64E+03,99.855,12.36783,0,0,-0.01,0.00E+00
