scan,timeY,prDM,t090C,t190C,c0S/m,c1S/m,V0,V1,V2,V3,V4,V5,sbeox0V,sbeox1V,CStarAt0,CStarTr0,flECO-AFL,turbWETntu0,par,latitude,longitude,depSM,potemp090C,potemp190C,sal00,sal11,sigma-é00,sigma-é11,sbeox0Mg/L,sbeox0Mm/L,sbeox1Mg/L,sbeox1Mm/L,oxsolMg/L,oxsatMg/L,dm,sva,T2-T190C,secS-priS,flag
406,1551416609,13.38,17.9054,17.9056,4.611884,4.612318,2.7045,4.4799,2.8364,0,0.2051,0.0806,4.4799,-6.47E-07,2.2127,57.5125,1.5414,0.1179,1.00E-12,27.01492,-111.4108,13.292,17.9031,17.9033,35.2651,35.2687,25.4991,25.5017,12.0471,376.477,-1.9916,-62.239,7.67721,7.6659,0.001,247.787,0.0002,0.0035,0.00E+00
407,1551416610,13.381,17.9053,17.9056,4.611884,4.612339,2.7045,4.4799,2.8376,0,0.2051,0.0806,4.4799,-6.49E-07,2.2127,57.5125,1.5414,0.1179,1.00E-12,27.01492,-111.4108,13.293,17.903,17.9033,35.2652,35.2689,25.4991,25.5019,12.0464,376.455,-1.9916,-62.239,7.67722,7.66591,0.001,247.778,0.0003,0.0036,0.00E+00
408,1551416610,13.382,17.9053,17.9056,4.611884,4.612339,2.7045,4.4799,2.8376,0,0.2125,0.0806,4.4799,-6.50E-07,2.2127,57.5125,1.622,0.1179,1.00E-12,27.01492,-111.4108,13.294,17.903,17.9033,35.2652,35.2689,25.4991,25.5019,12.0455,376.427,-1.9916,-62.239,7.67722,7.66591,0.001,247.779,0.0003,0.0036,0.00E+00
409,1551416610,13.384,17.9053,17.9056,4.611914,4.612339,2.7045,4.4799,2.8376,0,0.2173,0.0806,4.4799,-6.51E-07,2.2127,57.5125,1.6757,0.1179,1.00E-12,27.01492,-111.4108,13.296,17.903,17.9033,35.2655,35.2689,25.4993,25.5019,12.0443,376.391,-1.9916,-62.239,7.67721,7.6659,0.001,247.76,0.0003,0.0034,0.00E+00
410,1551416610,13.385,17.9051,17.9054,4.611935,4.612331,2.7045,4.4799,2.8352,0,0.2173,0.0806,4.4799,-6.53E-07,2.2127,57.5125,1.6757,0.1179,1.00E-12,27.01492,-111.4108,13.297,17.9028,17.9031,35.2658,35.269,25.4997,25.502,12.043,376.349,-1.9916,-62.239,7.67722,7.66591,0.001,247.73,0.0003,0.0031,0.00E+00
411,1551416610,13.387,17.9049,17.9056,4.611935,4.612332,2.7045,4.4799,2.8352,0,0.2173,0.0806,4.4799,-6.54E-07,2.2127,57.5125,1.6757,0.1179,1.00E-12,27.01492,-111.4108,13.299,17.9026,17.9033,35.266,35.2688,25.4998,25.5018,12.0415,376.302,-1.9916,-62.239,7.67724,7.66593,0.001,247.712,0.0007,0.0028,0.00E+00
412,1551416610,13.389,17.9048,17.9056,4.611934,4.612339,2.7045,4.4799,2.8352,0,0.2173,0.0806,4.4799,-6.55E-07,2.2127,57.5125,1.6757,0.1179,1.00E-12,27.01492,-111.4108,13.301,17.9025,17.9033,35.2661,35.2689,25.4999,25.5019,12.0397,376.247,-1.9916,-62.239,7.67725,7.66594,0.001,247.704,0.0008,0.0028,0.00E+00
413,1551416610,13.392,17.9048,17.9056,4.611927,4.612332,2.7045,4.4799,2.8266,0,0.2173,0.0806,4.4799,-6.57E-07,2.2127,57.5125,1.6757,0.1179,1.00E-12,27.01492,-111.4108,13.303,17.9025,17.9033,35.266,35.2688,25.4999,25.5018,12.0377,376.185,-1.9916,-62.239,7.67725,7.66594,0.001,247.709,0.0008,0.0028,0.00E+00
414,1551416610,13.395,17.9048,17.9056,4.611927,4.612332,2.7045,4.4799,2.8132,0,0.2173,0.0806,4.4799,-6.58E-07,2.2127,57.5125,1.6757,0.1179,1.00E-12,27.01492,-111.4108,13.306,17.9025,17.9033,35.266,35.2688,25.4999,25.5018,12.035,376.098,-1.9916,-62.239,7.67725,7.66594,0.001,247.709,0.0008,0.0028,0.00E+00
415,1551416610,13.397,17.9048,17.9056,4.611934,4.612296,2.7045,4.4799,2.7949,0,0.2173,0.0806,4.4799,-6.59E-07,2.2127,57.5125,1.6757,0.1179,1.00E-12,27.01492,-111.4108,13.308,17.9025,17.9033,35.2661,35.2685,25.4999,25.5016,12.0314,375.987,-1.9916,-62.239,7.67725,7.66594,0.001,247.705,0.0008,0.0024,0.00E+00
416,1551416610,13.399,17.9048,17.9056,4.611934,4.612267,2.7045,4.4799,2.7827,0,0.2173,0.0806,4.4799,-6.60E-07,2.2127,57.5125,1.6757,0.1179,1.00E-12,27.01492,-111.4108,13.31,17.9025,17.9033,35.2661,35.2682,25.4999,25.5014,12.0277,375.871,-1.9916,-62.239,7.67725,7.66594,0.001,247.705,0.0008,0.0022,0.00E+00
417,1551416610,13.4,17.9048,17.9057,4.611934,4.612267,2.7045,4.4799,2.7827,0,0.2173,0.0806,4.4799,-6.62E-07,2.2127,57.5125,1.6757,0.1179,1.00E-12,27.01492,-111.4108,13.311,17.9025,17.9034,35.2661,35.2682,25.4999,25.5013,12.0238,375.75,-1.9916,-62.239,7.67725,7.66594,0.001,247.705,0.0009,0.0021,0.00E+00
418,1551416610,13.401,17.9049,17.9057,4.611935,4.612332,2.7045,4.4835,2.7814,0,0.2173,0.0806,4.4835,-6.63E-07,2.2127,57.5125,1.6757,0.1179,1.00E-12,27.01492,-111.4108,13.312,17.9026,17.9034,35.266,35.2687,25.4998,25.5017,12.0306,375.961,-1.9916,-62.239,7.67724,7.66593,0.001,247.713,0.0008,0.0027,0.00E+00
419,1551416610,13.402,17.9051,17.9057,4.611928,4.612332,2.7045,4.486,2.7753,0,0.2173,0.0806,4.486,-6.64E-07,2.2127,57.5125,1.6757,0.1179,1.00E-12,27.01492,-111.4108,13.313,17.9028,17.9034,35.2658,35.2687,25.4996,25.5017,12.0339,376.064,-1.9916,-62.239,7.67722,7.66591,0.001,247.735,0.0006,0.0029,0.00E+00
420,1551416610,13.403,17.9053,17.9057,4.611929,4.612339,2.7033,4.486,2.7692,0,0.2173,0.0806,4.486,-6.66E-07,2.2145,57.4865,1.6757,0.1179,1.00E-12,27.01492,-111.4108,13.314,17.903,17.9034,35.2656,35.2688,25.4994,25.5018,12.0295,375.926,-1.9916,-62.239,7.6772,7.66589,0.001,247.752,0.0004,0.0032,0.00E+00
421,1551416610,13.403,17.9053,17.9057,4.611936,4.612339,2.7033,4.486,2.7631,0,0.2173,0.0806,4.486,-6.67E-07,2.2145,57.4865,1.6757,0.1179,1.00E-12,27.01492,-111.4108,13.314,17.903,17.9034,35.2657,35.2688,25.4995,25.5018,12.0249,375.784,-1.9916,-62.239,7.6772,7.66589,0.001,247.747,0.0004,0.0031,0.00E+00
422,1551416610,13.403,17.9053,17.9057,4.611959,4.612339,2.7033,4.486,2.7546,0,0.2173,0.0806,4.486,-6.68E-07,2.2145,57.4865,1.6757,0.1179,1.00E-12,27.01492,-111.4108,13.314,17.903,17.9034,35.2659,35.2688,25.4996,25.5018,12.0211,375.663,-1.9916,-62.239,7.67719,7.66588,0.001,247.733,0.0004,0.0029,0.00E+00
423,1551416610,13.403,17.9053,17.9057,4.611973,4.612353,2.7033,4.486,2.7509,0,0.2173,0.0806,4.486,-6.70E-07,2.2145,57.4865,1.6757,0.1179,1.00E-12,27.01492,-111.4108,13.314,17.903,17.9034,35.266,35.2689,25.4997,25.5019,12.0195,375.614,-1.9916,-62.239,7.67718,7.66587,0.001,247.724,0.0004,0.0029,0.00E+00
424,1551416610,13.403,17.9053,17.9057,4.611973,4.612353,2.7033,4.486,2.7509,0,0.2173,0.0806,4.486,-6.71E-07,2.2145,57.4865,1.6757,0.1179,1.00E-12,27.01492,-111.4108,13.314,17.903,17.9034,35.266,35.2689,25.4997,25.5019,12.0182,375.573,-1.9916,-62.239,7.67718,7.66587,0.001,247.724,0.0004,0.0029,0.00E+00
425,1551416610,13.402,17.9054,17.9057,4.611973,4.612353,2.7033,4.486,2.7509,0,0.2173,0.0806,4.486,-6.72E-07,2.2145,57.4865,1.6757,0.1179,1.00E-12,27.01492,-111.4108,13.313,17.9031,17.9034,35.2659,35.2689,25.4996,25.5019,12.0168,375.53,-1.9916,-62.239,7.67717,7.66586,0.001,247.733,0.0003,0.003,0.00E+00
426,1551416610,13.402,17.9054,17.9057,4.611973,4.612339,2.7033,4.486,2.7509,0,0.2173,0.0806,4.486,-6.73E-07,2.2145,57.4865,1.6757,0.1179,1.00E-12,27.01492,-111.4108,13.313,17.9031,17.9034,35.2659,35.2688,25.4996,25.5018,12.0158,375.497,-1.9916,-62.239,7.67717,7.66586,0.001,247.733,0.0003,0.0029,0.00E+00
427,1551416610,13.401,17.9054,17.9057,4.611973,4.612339,2.7033,4.486,2.7509,0,0.2173,0.0806,4.486,-6.73E-07,2.2145,57.4865,1.6757,0.1179,1.00E-12,27.01492,-111.4108,13.312,17.9031,17.9034,35.2659,35.2688,25.4996,25.5018,12.0147,375.464,-1.9916,-62.239,7.67717,7.66586,0.001,247.733,0.0003,0.0029,0.00E+00
428,1551416610,13.4,17.9054,17.9057,4.611973,4.612296,2.7021,4.486,2.7937,0,0.2173,0.0806,4.486,-6.75E-07,2.2163,57.4605,1.6757,0.1179,1.00E-12,27.01492,-111.4108,13.311,17.9031,17.9034,35.2659,35.2684,25.4996,25.5015,12.0136,375.431,-1.9916,-62.239,7.67717,7.66586,0.001,247.733,0.0003,0.0025,0.00E+00
429,1551416610,13.398,17.9058,17.9054,4.611975,4.612295,2.7021,4.486,2.8205,0,0.2173,0.0806,4.486,-6.76E-07,2.2163,57.4605,1.6757,0.1179,1.00E-12,27.01492,-111.4108,13.309,17.9035,17.9031,35.2656,35.2687,25.4993,25.5017,12.0125,375.395,-1.9916,-62.239,7.67713,7.66582,0.001,247.766,-0.0004,0.0031,0.00E+00
430,1551416610,13.396,17.9058,17.9053,4.611975,4.612281,2.7021,4.486,2.8266,0,0.2173,0.0806,4.486,-6.77E-07,2.2163,57.4605,1.6757,0.1179,1.00E-12,27.01492,-111.4108,13.307,17.9035,17.903,35.2656,35.2686,25.4993,25.5017,12.0114,375.36,-1.9916,-62.239,7.67713,7.66582,0.001,247.766,-0.0005,0.0031,0.00E+00
431,1551416611,13.394,17.9058,17.9052,4.612005,4.61228,2.7021,4.486,2.8278,0,0.2173,0.0806,4.486,-6.79E-07,2.2163,57.4605,1.6757,0.1179,1.00E-12,27.01492,-111.4108,13.305,17.9035,17.9029,35.2658,35.2687,25.4995,25.5018,12.0102,375.325,-1.9916,-62.239,7.67712,7.66581,0.001,247.747,-0.0006,0.0029,0.00E+00
432,1551416611,13.391,17.9058,17.9049,4.612005,4.612272,2.7021,4.486,2.8413,0,0.2173,0.0806,4.486,-6.81E-07,2.2163,57.4605,1.6757,0.1179,1.00E-12,27.01492,-111.4108,13.303,17.9035,17.9026,35.2658,35.2689,25.4995,25.5021,12.0091,375.29,-1.9916,-62.239,7.67712,7.66581,0.001,247.747,-0.0009,0.0031,0.00E+00
433,1551416611,13.388,17.9058,17.9049,4.612005,4.612272,2.7021,4.486,2.8559,0,0.2149,0.0806,4.486,-6.82E-07,2.2163,57.4605,1.6489,0.1179,1.00E-12,27.01492,-111.4108,13.3,17.9035,17.9026,35.2658,35.2689,25.4995,25.5021,12.008,375.254,-1.9916,-62.239,7.67712,7.66581,0.001,247.747,-0.0009,0.0031,0.00E+00
434,1551416611,13.385,17.9056,17.9049,4.612004,4.612272,2.7021,4.486,2.8645,0,0.21,0.0818,4.486,-6.84E-07,2.2163,57.4605,1.5951,0.124,1.00E-12,27.01492,-111.4108,13.297,17.9033,17.9026,35.266,35.2689,25.4997,25.5021,12.006,375.193,-1.9916,-62.239,7.67714,7.66583,0.001,247.73,-0.0007,0.0029,0.00E+00
435,1551416611,13.381,17.9056,17.9049,4.612004,4.612272,2.7021,4.486,2.8718,0,0.2088,0.083,4.486,-6.85E-07,2.2163,57.4605,1.5817,0.1301,1.00E-12,27.01492,-111.4108,13.293,17.9033,17.9026,35.266,35.2689,25.4997,25.5021,12.0034,375.113,-1.9916,-62.239,7.67714,7.66583,0.001,247.729,-0.0007,0.0029,0.00E+00
436,1551416611,13.376,17.9056,17.9048,4.612012,4.612264,2.7021,4.486,2.8718,0,0.2088,0.083,4.486,-6.86E-07,2.2163,57.4605,1.5817,0.1301,1.00E-12,27.01492,-111.4108,13.288,17.9033,17.9025,35.2661,35.2689,25.4997,25.5021,12.0009,375.034,-1.9916,-62.239,7.67713,7.66582,0.001,247.724,-0.0008,0.0029,0.00E+00
437,1551416611,13.373,17.9056,17.9049,4.612027,4.612265,2.7021,4.486,2.8718,0,0.2088,0.083,4.486,-6.88E-07,2.2163,57.4605,1.5817,0.1301,1.00E-12,27.01492,-111.4108,13.285,17.9033,17.9026,35.2662,35.2688,25.4998,25.502,11.9985,374.957,-1.9916,-62.239,7.67713,7.66582,0.001,247.715,-0.0007,0.0026,0.00E+00
438,1551416611,13.37,17.9056,17.9048,4.612027,4.612271,2.7021,4.4835,2.8718,0,0.2088,0.083,4.4835,-6.89E-07,2.2163,57.4605,1.5817,0.1301,1.00E-12,27.01492,-111.4108,13.282,17.9033,17.9025,35.2662,35.269,25.4998,25.5021,11.9885,374.647,-1.9916,-62.239,7.67713,7.66582,0.001,247.714,-0.0008,0.0028,0.00E+00
439,1551416611,13.368,17.9056,17.9049,4.612027,4.61228,2.7021,4.4811,2.8718,0,0.2088,0.083,4.4811,-6.90E-07,2.2163,57.4605,1.5817,0.1301,1.00E-12,27.01492,-111.4108,13.28,17.9033,17.9026,35.2662,35.269,25.4998,25.5021,11.979,374.348,-1.9916,-62.239,7.67713,7.66582,0.001,247.714,-0.0007,0.0028,0.00E+00
440,1551416611,13.366,17.9056,17.9049,4.612012,4.61228,2.7021,4.4811,2.8657,0,0.2088,0.083,4.4811,-6.91E-07,2.2163,57.4605,1.5817,0.1301,1.00E-12,27.01492,-111.4108,13.278,17.9033,17.9026,35.2661,35.269,25.4997,25.5021,11.9767,374.276,-1.9916,-62.239,7.67713,7.66582,0.001,247.724,-0.0007,0.0029,0.00E+00
441,1551416611,13.365,17.9058,17.9049,4.612013,4.612316,2.7021,4.4811,2.8645,0,0.2088,0.083,4.4811,-6.93E-07,2.2163,57.4605,1.5817,0.1301,1.00E-12,27.01492,-111.4108,13.277,17.9035,17.9026,35.2659,35.2693,25.4995,25.5023,11.9744,374.205,-1.9916,-62.239,7.67711,7.6658,0.001,247.74,-0.0009,0.0034,0.00E+00
442,1551416611,13.364,17.9058,17.9048,4.612013,4.612315,2.7033,4.4811,2.862,0,0.2088,0.083,4.4811,-6.94E-07,2.2145,57.4865,1.5817,0.1301,1.00E-12,27.01492,-111.4108,13.276,17.9035,17.9025,35.2659,35.2694,25.4995,25.5024,11.9722,374.135,-1.9916,-62.239,7.67711,7.6658,0.001,247.74,-0.001,0.0035,0.00E+00
443,1551416611,13.363,17.9058,17.9048,4.611953,4.612315,2.7033,4.4811,2.862,0,0.2088,0.083,4.4811,-6.95E-07,2.2145,57.4865,1.5817,0.1301,1.00E-12,27.01492,-111.4108,13.275,17.9035,17.9025,35.2654,35.2694,25.4991,25.5024,11.9709,374.096,-1.9916,-62.239,7.67714,7.66583,0.001,247.777,-0.001,0.004,0.00E+00
444,1551416611,13.362,17.9058,17.9048,4.611953,4.612315,2.7033,4.4811,2.8571,0,0.2088,0.083,4.4811,-6.97E-07,2.2145,57.4865,1.5817,0.1301,1.00E-12,27.01492,-111.4108,13.274,17.9035,17.9025,35.2654,35.2694,25.4991,25.5024,11.9703,374.078,-1.9916,-62.239,7.67714,7.66583,0.001,247.777,-0.001,0.004,0.00E+00
445,1551416611,13.362,17.9058,17.9048,4.611953,4.612315,2.7033,4.4811,2.8559,0,0.2088,0.083,4.4811,-6.98E-07,2.2145,57.4865,1.5817,0.1301,1.00E-12,27.01492,-111.4108,13.274,17.9035,17.9025,35.2654,35.2694,25.4991,25.5024,11.9698,374.063,-1.9916,-62.239,7.67714,7.66583,0.001,247.777,-0.001,0.004,0.00E+00
446,1551416611,13.362,17.9058,17.9048,4.611953,4.612315,2.7033,4.4811,2.8571,0,0.2088,0.083,4.4811,-6.99E-07,2.2145,57.4865,1.5817,0.1301,1.00E-12,27.01492,-111.4108,13.274,17.9035,17.9025,35.2654,35.2694,25.4991,25.5024,11.9695,374.051,-1.9916,-62.239,7.67714,7.66583,0.001,247.777,-0.001,0.004,0.00E+00
447,1551416611,13.362,17.9058,17.9048,4.611961,4.612315,2.7045,4.4811,2.8596,0,0.2088,0.083,4.4811,-7.00E-07,2.2127,57.5125,1.5817,0.1301,1.00E-12,27.01492,-111.4108,13.274,17.9035,17.9025,35.2655,35.2694,25.4992,25.5024,11.9692,374.042,-1.9916,-62.239,7.67713,7.66582,0.001,247.772,-0.001,0.0039,0.00E+00
448,1551416611,13.362,17.9058,17.9048,4.612005,4.612315,2.7045,4.4811,2.8596,0,0.2088,0.083,4.4811,-7.02E-07,2.2127,57.5125,1.5817,0.1301,1.00E-12,27.01492,-111.4108,13.274,17.9035,17.9025,35.2658,35.2694,25.4995,25.5024,11.969,374.036,-1.9916,-62.239,7.67712,7.66581,0.001,247.745,-0.001,0.0035,0.00E+00
449,1551416611,13.361,17.9058,17.9049,4.612013,4.612323,2.7045,4.4811,2.8535,0,0.2088,0.083,4.4811,-7.03E-07,2.2127,57.5125,1.5817,0.1301,1.00E-12,27.01492,-111.4108,13.273,17.9035,17.9026,35.2659,35.2693,25.4995,25.5024,11.9689,374.034,-1.9916,-62.239,7.67711,7.6658,0.001,247.74,-0.0009,0.0034,0.00E+00
450,1551416611,13.361,17.9058,17.9048,4.612005,4.612336,2.7045,4.4811,2.8523,0,0.2088,0.083,4.4811,-7.04E-07,2.2127,57.5125,1.5817,0.1301,1.00E-12,27.01492,-111.4108,13.273,17.9035,17.9025,35.2658,35.2695,25.4995,25.5026,11.969,374.036,-1.9916,-62.239,7.67712,7.66581,0.001,247.745,-0.001,0.0037,0.00E+00
451,1551416611,13.361,17.9058,17.9049,4.612013,4.612337,2.7045,4.4811,2.8498,0,0.2088,0.083,4.4811,-7.06E-07,2.2127,57.5125,1.5817,0.1301,1.00E-12,27.01492,-111.4108,13.273,17.9035,17.9026,35.2659,35.2695,25.4995,25.5025,11.9691,374.041,-1.9916,-62.239,7.67711,7.6658,0.001,247.74,-0.0009,0.0036,0.00E+00
452,1551416611,13.361,17.9058,17.9049,4.612013,4.612337,2.7045,4.4811,2.8498,0,0.2088,0.083,4.4811,-7.07E-07,2.2127,57.5125,1.5817,0.1301,1.00E-12,27.01492,-111.4108,13.273,17.9035,17.9026,35.2659,35.2695,25.4995,25.5025,11.9694,374.049,-1.9916,-62.239,7.67711,7.6658,0.001,247.74,-0.0009,0.0036,0.00E+00
453,1551416611,13.361,17.9058,17.9049,4.612013,4.612337,2.7057,4.4811,2.8498,0,0.2088,0.083,4.4811,-7.08E-07,2.2109,57.5385,1.5817,0.1301,1.00E-12,27.01492,-111.4108,13.273,17.9035,17.9026,35.2659,35.2695,25.4995,25.5025,11.9698,374.061,-1.9916,-62.239,7.67711,7.6658,0.001,247.74,-0.0009,0.0036,0.00E+00
454,1551416611,13.361,17.9058,17.9049,4.612005,4.612337,2.7057,4.4811,2.8425,0,0.2088,0.083,4.4811,-7.09E-07,2.2109,57.5385,1.5817,0.1301,1.00E-12,27.01492,-111.4108,13.273,17.9035,17.9026,35.2658,35.2695,25.4995,25.5025,11.9711,374.102,-1.9916,-62.239,7.67712,7.66581,0.001,247.745,-0.0009,0.0036,0.00E+00
455,1551416612,13.361,17.9058,17.905,4.612005,4.612337,2.7057,4.4811,2.8364,0,0.2088,0.083,4.4811,-7.11E-07,2.2109,57.5385,1.5817,0.1301,1.00E-12,27.01492,-111.4108,13.273,17.9035,17.9027,35.2658,35.2694,25.4995,25.5024,11.9742,374.2,-1.9916,-62.239,7.67712,7.66581,0.001,247.745,-0.0008,0.0035,0.00E+00
456,1551416612,13.361,17.9058,17.905,4.612005,4.612337,2.7057,4.4811,2.8315,0,0.2088,0.083,4.4811,-7.12E-07,2.2109,57.5385,1.5817,0.1301,1.00E-12,27.01492,-111.4108,13.273,17.9035,17.9027,35.2658,35.2694,25.4995,25.5024,11.9774,374.298,-1.9916,-62.239,7.67712,7.66581,0.001,247.745,-0.0008,0.0035,0.00E+00
457,1551416612,13.361,17.9058,17.905,4.612005,4.612323,2.7057,4.4811,2.8217,0,0.2088,0.083,4.4811,-7.13E-07,2.2109,57.5385,1.5817,0.1301,1.00E-12,27.01492,-111.4108,13.273,17.9035,17.9027,35.2658,35.2693,25.4995,25.5023,11.9805,374.395,-1.9916,-62.239,7.67712,7.66581,0.001,247.745,-0.0008,0.0034,0.00E+00
458,1551416612,13.361,17.9058,17.905,4.612005,4.612323,2.7057,4.4774,2.8107,0,0.2088,0.083,4.4774,-7.15E-07,2.2109,57.5385,1.5817,0.1301,1.00E-12,27.01492,-111.4108,13.273,17.9035,17.9027,35.2658,35.2693,25.4995,25.5023,11.9725,374.146,-1.9916,-62.239,7.67712,7.66581,0.001,247.745,-0.0008,0.0034,0.00E+00
459,1551416612,13.361,17.9058,17.905,4.612013,4.612323,2.7057,4.475,2.8034,0,0.2149,0.0806,4.475,-7.16E-07,2.2109,57.5385,1.6489,0.1179,1.00E-12,27.01492,-111.4108,13.273,17.9035,17.9027,35.2659,35.2693,25.4995,25.5023,11.9687,374.027,-1.9916,-62.239,7.67711,7.6658,0.001,247.74,-0.0008,0.0034,0.00E+00
460,1551416612,13.361,17.9058,17.905,4.612005,4.612323,2.7057,4.475,2.801,0,0.2186,0.0794,4.475,-7.17E-07,2.2109,57.5385,1.6892,0.1118,1.00E-12,27.01492,-111.4108,13.273,17.9035,17.9027,35.2658,35.2693,25.4995,25.5023,11.9721,374.133,-1.9916,-62.239,7.67712,7.66581,0.001,247.745,-0.0008,0.0034,0.00E+00
461,1551416612,13.362,17.9058,17.905,4.612005,4.612323,2.707,4.475,2.7973,0,0.2186,0.0794,4.475,-7.18E-07,2.2091,57.5645,1.6892,0.1118,1.00E-12,27.01492,-111.4108,13.274,17.9035,17.9027,35.2658,35.2693,25.4995,25.5023,11.9755,374.239,-1.9916,-62.239,7.67712,7.66581,0.001,247.745,-0.0008,0.0034,0.00E+00
462,1551416612,13.362,17.9058,17.905,4.612013,4.612316,2.707,4.475,2.79,0,0.2186,0.0794,4.475,-7.20E-07,2.2091,57.5645,1.6892,0.1118,1.00E-12,27.01492,-111.4108,13.274,17.9035,17.9027,35.2659,35.2692,25.4995,25.5023,11.9789,374.344,-1.9916,-62.239,7.67711,7.6658,0.001,247.74,-0.0008,0.0033,0.00E+00
463,1551416612,13.362,17.9058,17.905,4.612013,4.612316,2.707,4.475,2.79,0,0.2186,0.0794,4.475,-7.21E-07,2.2091,57.5645,1.6892,0.1118,1.00E-12,27.01492,-111.4108,13.274,17.9035,17.9027,35.2659,35.2692,25.4995,25.5023,11.9816,374.43,-1.9916,-62.239,7.67711,7.6658,0.001,247.74,-0.0008,0.0033,0.00E+00
464,1551416612,13.362,17.9058,17.905,4.612013,4.612316,2.707,4.475,2.79,0,0.2186,0.0794,4.475,-7.22E-07,2.2091,57.5645,1.6892,0.1118,1.00E-12,27.01492,-111.4108,13.274,17.9035,17.9027,35.2659,35.2692,25.4995,25.5023,11.9837,374.497,-1.9916,-62.239,7.67711,7.6658,0.001,247.74,-0.0008,0.0033,0.00E+00
465,1551416612,13.363,17.9058,17.905,4.612005,4.612316,2.707,4.475,2.79,0,0.2186,0.0794,4.475,-7.23E-07,2.2091,57.5645,1.6892,0.1118,1.00E-12,27.01492,-111.4108,13.275,17.9035,17.9027,35.2658,35.2692,25.4995,25.5023,11.9858,374.562,-1.9916,-62.239,7.67712,7.66581,0.001,247.745,-0.0008,0.0034,0.00E+00
466,1551416612,13.363,17.9058,17.905,4.612005,4.612316,2.707,4.475,2.79,0,0.2186,0.0794,4.475,-7.25E-07,2.2091,57.5645,1.6892,0.1118,1.00E-12,27.01492,-111.4108,13.275,17.9035,17.9027,35.2658,35.2692,25.4995,25.5023,11.9878,374.625,-1.9916,-62.239,7.67712,7.66581,0.001,247.745,-0.0008,0.0034,0.00E+00
467,1551416612,13.364,17.9058,17.905,4.612005,4.612316,2.707,4.475,2.7912,0,0.2186,0.0794,4.475,-7.26E-07,2.2091,57.5645,1.6892,0.1118,1.00E-12,27.01492,-111.4108,13.276,17.9035,17.9027,35.2658,35.2692,25.4995,25.5023,11.9898,374.686,-1.9916,-62.239,7.67712,7.66581,0.001,247.745,-0.0008,0.0034,0.00E+00
468,1551416612,13.365,17.9058,17.905,4.61199,4.612308,2.707,4.475,2.7912,0,0.2186,0.0794,4.475,-7.27E-07,2.2091,57.5645,1.6892,0.1118,1.00E-12,27.01492,-111.4108,13.277,17.9035,17.9027,35.2657,35.2691,25.4994,25.5022,11.9917,374.745,-1.9916,-62.239,7.67712,7.66581,0.001,247.755,-0.0008,0.0034,0.00E+00
469,1551416612,13.366,17.9058,17.905,4.61199,4.612308,2.707,4.475,2.7924,0,0.2186,0.0794,4.475,-7.29E-07,2.2091,57.5645,1.6892,0.1118,1.00E-12,27.01492,-111.4108,13.278,17.9035,17.9027,35.2657,35.2691,25.4994,25.5022,11.9932,374.794,-1.9916,-62.239,7.67712,7.66581,0.001,247.755,-0.0008,0.0034,0.00E+00
470,1551416612,13.368,17.9054,17.905,4.611937,4.612308,2.707,4.475,2.8071,0,0.2186,0.0794,4.475,-7.30E-07,2.2091,57.5645,1.6892,0.1118,1.00E-12,27.01492,-111.4108,13.28,17.9031,17.9027,35.2656,35.2691,25.4994,25.5022,11.9948,374.844,-1.9916,-62.239,7.67719,7.66588,0.0011,247.753,-0.0004,0.0035,0.00E+00
471,1551416612,13.37,17.9053,17.905,4.611899,4.612308,2.707,4.475,2.8303,0,0.2186,0.0794,4.475,-7.31E-07,2.2091,57.5645,1.6892,0.1118,1.00E-12,27.01492,-111.4108,13.282,17.903,17.9027,35.2654,35.2691,25.4992,25.5022,11.9963,374.891,-1.9916,-62.239,7.67721,7.6659,0.0011,247.768,-0.0003,0.0038,0.00E+00
472,1551416612,13.373,17.9053,17.905,4.611885,4.612301,2.707,4.475,2.8523,0,0.2186,0.0794,4.475,-7.32E-07,2.2091,57.5645,1.6892,0.1118,1.00E-12,27.01492,-111.4108,13.285,17.903,17.9027,35.2652,35.2691,25.4992,25.5022,11.9978,374.935,-1.9916,-62.239,7.67722,7.66591,0.0011,247.777,-0.0003,0.0038,0.00E+00
473,1551416612,13.377,17.9053,17.905,4.611885,4.612301,2.707,4.475,2.8718,0,0.2186,0.0794,4.475,-7.34E-07,2.2091,57.5645,1.6892,0.1118,1.00E-12,27.01492,-111.4108,13.289,17.903,17.9027,35.2652,35.2691,25.4992,25.5022,11.9991,374.978,-1.9916,-62.239,7.67722,7.66591,0.0011,247.778,-0.0003,0.0038,0.00E+00
474,1551416612,13.381,17.9053,17.905,4.611885,4.612301,2.707,4.475,2.895,0,0.2186,0.0794,4.475,-7.35E-07,2.2091,57.5645,1.6892,0.1118,1.00E-12,27.01492,-111.4108,13.293,17.903,17.9027,35.2652,35.2691,25.4992,25.5022,11.9999,375.001,-1.9916,-62.239,7.67722,7.66591,0.0011,247.778,-0.0003,0.0038,0.00E+00
475,1551416612,13.385,17.9053,17.905,4.611885,4.612301,2.707,4.475,2.9145,0,0.2186,0.0794,4.475,-7.36E-07,2.2091,57.5645,1.6892,0.1118,1.00E-12,27.01492,-111.4108,13.297,17.903,17.9027,35.2652,35.2691,25.4991,25.5022,11.9994,374.987,-1.9916,-62.239,7.67722,7.66591,0.0011,247.778,-0.0003,0.0038,0.00E+00
